1, private, far_end:amethyst_forest, MONSTER, minecraft:enderman, 33, 4, 4
646, savanna, minecraft:savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
647, savanna, minecraft:savanna_plateau, MONSTER, minecraft:spider, 80, 4, 4
648, savanna, minecraft:savanna_plateau, MONSTER, minecraft:zombie, 80, 4, 4
649, savanna, minecraft:savanna_plateau, MONSTER, minecraft:zombie_villager, 5, 1, 1
650, savanna, minecraft:savanna_plateau, MONSTER, minecraft:skeleton, 80, 4, 4
651, savanna, minecraft:savanna_plateau, MONSTER, minecraft:creeper, 80, 4, 4
652, savanna, minecraft:savanna_plateau, MONSTER, minecraft:slime, 80, 4, 4
653, savanna, minecraft:savanna_plateau, MONSTER, minecraft:enderman, 10, 1, 4
654, savanna, minecraft:savanna_plateau, MONSTER, minecraft:witch, 5, 1, 1
655, savanna, minecraft:savanna_plateau, CREATURE, minecraft:sheep, 12, 4, 4
656, savanna, minecraft:savanna_plateau, CREATURE, minecraft:pig, 10, 4, 4
657, savanna, minecraft:savanna_plateau, CREATURE, minecraft:chicken, 10, 4, 4
658, savanna, minecraft:savanna_plateau, CREATURE, minecraft:cow, 8, 4, 4
659, savanna, minecraft:savanna_plateau, CREATURE, minecraft:goat, 5, 2, 4
660, savanna, minecraft:savanna_plateau, CREATURE, minecraft:donkey, 5, 1, 1
661, savanna, minecraft:savanna_plateau, CREATURE, minecraft:llama, 8, 4, 4
662, savanna, minecraft:savanna_plateau, AMBIENT, minecraft:bat, 10, 8, 8
663, savanna, minecraft:savanna_plateau, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
664, private, minecraft:small_end_islands, MONSTER, minecraft:enderman, 10, 4, 4
665, beach, minecraft:snowy_beach, MONSTER, minecraft:spider, 80, 4, 4
666, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie, 80, 4, 4
667, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie_villager, 5, 1, 1
668, beach, minecraft:snowy_beach, MONSTER, minecraft:skeleton, 20, 4, 4
669, beach, minecraft:snowy_beach, MONSTER, minecraft:creeper, 80, 4, 4
670, beach, minecraft:snowy_beach, MONSTER, minecraft:slime, 80, 4, 4
671, beach, minecraft:snowy_beach, MONSTER, minecraft:enderman, 10, 1, 4
672, beach, minecraft:snowy_beach, MONSTER, minecraft:witch, 5, 1, 1
673, beach, minecraft:snowy_beach, MONSTER, minecraft:stray, 80, 4, 4
674, beach, minecraft:snowy_beach, AMBIENT, minecraft:bat, 10, 8, 8
675, beach, minecraft:snowy_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
676, icy, minecraft:snowy_plains, MONSTER, minecraft:spider, 80, 4, 4
677, icy, minecraft:snowy_plains, MONSTER, minecraft:zombie, 80, 4, 4
678, icy, minecraft:snowy_plains, MONSTER, minecraft:zombie_villager, 5, 1, 1
679, icy, minecraft:snowy_plains, MONSTER, minecraft:skeleton, 20, 4, 4
680, icy, minecraft:snowy_plains, MONSTER, minecraft:creeper, 80, 4, 4
681, icy, minecraft:snowy_plains, MONSTER, minecraft:slime, 80, 4, 4
682, icy, minecraft:snowy_plains, MONSTER, minecraft:enderman, 10, 1, 4
683, icy, minecraft:snowy_plains, MONSTER, minecraft:witch, 5, 1, 1
684, icy, minecraft:snowy_plains, MONSTER, minecraft:stray, 80, 4, 4
685, icy, minecraft:snowy_plains, MONSTER, hwg:merc, 5, 1, 2
686, icy, minecraft:snowy_plains, MONSTER, hwg:spy, 5, 1, 2
687, icy, minecraft:snowy_plains, CREATURE, minecraft:rabbit, 10, 2, 3
688, icy, minecraft:snowy_plains, CREATURE, minecraft:polar_bear, 5, 1, 2
689, icy, minecraft:snowy_plains, AMBIENT, minecraft:bat, 10, 8, 8
690, icy, minecraft:snowy_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
691, icy, minecraft:snowy_slopes, MONSTER, minecraft:spider, 80, 4, 4
692, icy, minecraft:snowy_slopes, MONSTER, minecraft:zombie, 80, 4, 4
693, icy, minecraft:snowy_slopes, MONSTER, minecraft:zombie_villager, 5, 1, 1
694, icy, minecraft:snowy_slopes, MONSTER, minecraft:skeleton, 20, 4, 4
695, icy, minecraft:snowy_slopes, MONSTER, minecraft:creeper, 80, 4, 4
696, icy, minecraft:snowy_slopes, MONSTER, minecraft:slime, 80, 4, 4
697, icy, minecraft:snowy_slopes, MONSTER, minecraft:enderman, 10, 1, 4
698, icy, minecraft:snowy_slopes, MONSTER, minecraft:witch, 5, 1, 1
699, icy, minecraft:snowy_slopes, MONSTER, minecraft:stray, 80, 4, 4
700, icy, minecraft:snowy_slopes, CREATURE, minecraft:rabbit, 5, 2, 3
701, icy, minecraft:snowy_slopes, CREATURE, minecraft:goat, 5, 1, 3
702, icy, minecraft:snowy_slopes, AMBIENT, minecraft:bat, 10, 8, 8
703, icy, minecraft:snowy_slopes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
704, icy, minecraft:snowy_taiga, MONSTER, minecraft:spider, 80, 4, 4
705, icy, minecraft:snowy_taiga, MONSTER, minecraft:zombie, 80, 4, 4
706, icy, minecraft:snowy_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
707, icy, minecraft:snowy_taiga, MONSTER, minecraft:skeleton, 20, 4, 4
708, icy, minecraft:snowy_taiga, MONSTER, minecraft:creeper, 80, 4, 4
709, icy, minecraft:snowy_taiga, MONSTER, minecraft:slime, 80, 4, 4
710, icy, minecraft:snowy_taiga, MONSTER, minecraft:enderman, 10, 1, 4
711, icy, minecraft:snowy_taiga, MONSTER, minecraft:witch, 5, 1, 1
712, icy, minecraft:snowy_taiga, MONSTER, minecraft:stray, 80, 4, 4
713, icy, minecraft:snowy_taiga, MONSTER, hwg:merc, 5, 1, 2
714, icy, minecraft:snowy_taiga, MONSTER, hwg:spy, 5, 1, 2
715, icy, minecraft:snowy_taiga, CREATURE, minecraft:sheep, 12, 4, 4
716, icy, minecraft:snowy_taiga, CREATURE, minecraft:pig, 10, 4, 4
717, icy, minecraft:snowy_taiga, CREATURE, minecraft:chicken, 10, 4, 4
718, icy, minecraft:snowy_taiga, CREATURE, minecraft:cow, 8, 4, 4
719, icy, minecraft:snowy_taiga, CREATURE, minecraft:wolf, 8, 4, 4
720, icy, minecraft:snowy_taiga, CREATURE, minecraft:rabbit, 5, 2, 3
721, icy, minecraft:snowy_taiga, CREATURE, minecraft:fox, 8, 2, 4
722, icy, minecraft:snowy_taiga, AMBIENT, minecraft:bat, 10, 8, 8
723, icy, minecraft:snowy_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
724, nether, minecraft:soul_sand_valley, MONSTER, minecraft:skeleton, 20, 5, 5
725, nether, minecraft:soul_sand_valley, MONSTER, minecraft:ghast, 50, 4, 4
726, nether, minecraft:soul_sand_valley, MONSTER, minecraft:enderman, 5, 4, 4
727, nether, minecraft:soul_sand_valley, MONSTER, minecraft:wither_skeleton, 5, 2, 2
728, nether, minecraft:soul_sand_valley, MONSTER, hwg:technodemon_greater_1, 5, 1, 1
729, nether, minecraft:soul_sand_valley, MONSTER, hwg:technodemon_lesser_1, 5, 1, 2
730, nether, minecraft:soul_sand_valley, MONSTER, minecraft:zombified_piglin, 5, 1, 4
731, nether, minecraft:soul_sand_valley, CREATURE, minecraft:strider, 60, 1, 2
732, jungle, minecraft:sparse_jungle, MONSTER, minecraft:spider, 80, 4, 4
733, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie, 80, 4, 4
734, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie_villager, 5, 1, 1
735, jungle, minecraft:sparse_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
736, jungle, minecraft:sparse_jungle, MONSTER, minecraft:creeper, 80, 4, 4
737, jungle, minecraft:sparse_jungle, MONSTER, minecraft:slime, 80, 4, 4
738, jungle, minecraft:sparse_jungle, MONSTER, minecraft:enderman, 10, 1, 4
739, jungle, minecraft:sparse_jungle, MONSTER, minecraft:witch, 6, 1, 1
740, jungle, minecraft:sparse_jungle, MONSTER, hwg:merc, 5, 1, 2
741, jungle, minecraft:sparse_jungle, MONSTER, hwg:spy, 5, 1, 2
742, jungle, minecraft:sparse_jungle, CREATURE, minecraft:sheep, 12, 4, 4
743, jungle, minecraft:sparse_jungle, CREATURE, minecraft:pig, 10, 4, 4
744, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 10, 4, 4
745, jungle, minecraft:sparse_jungle, CREATURE, minecraft:cow, 8, 4, 4
746, jungle, minecraft:sparse_jungle, CREATURE, minecraft:frog, 20, 2, 5
747, jungle, minecraft:sparse_jungle, AMBIENT, minecraft:bat, 10, 8, 8
748, jungle, minecraft:sparse_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
749, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:spider, 80, 4, 4
750, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:zombie, 80, 4, 4
751, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
752, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
753, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:creeper, 80, 4, 4
754, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:slime, 80, 4, 4
755, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:enderman, 10, 1, 4
756, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:witch, 5, 1, 1
757, extreme_hills, minecraft:stony_peaks, AMBIENT, minecraft:bat, 10, 8, 8
758, extreme_hills, minecraft:stony_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
759, private, minecraft:stony_shore, MONSTER, minecraft:spider, 80, 4, 4
760, private, minecraft:stony_shore, MONSTER, minecraft:zombie, 80, 4, 4
761, private, minecraft:stony_shore, MONSTER, minecraft:zombie_villager, 5, 1, 1
762, private, minecraft:stony_shore, MONSTER, minecraft:skeleton, 80, 4, 4
763, private, minecraft:stony_shore, MONSTER, minecraft:creeper, 80, 4, 4
764, private, minecraft:stony_shore, MONSTER, minecraft:slime, 80, 4, 4
765, private, minecraft:stony_shore, MONSTER, minecraft:enderman, 10, 1, 4
766, private, minecraft:stony_shore, MONSTER, minecraft:witch, 5, 1, 1
767, private, minecraft:stony_shore, AMBIENT, minecraft:bat, 10, 8, 8
768, private, minecraft:stony_shore, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
769, plains, minecraft:sunflower_plains, MONSTER, minecraft:spider, 80, 4, 4
770, plains, minecraft:sunflower_plains, MONSTER, minecraft:zombie, 80, 4, 4
771, plains, minecraft:sunflower_plains, MONSTER, minecraft:zombie_villager, 5, 1, 1
772, plains, minecraft:sunflower_plains, MONSTER, minecraft:skeleton, 80, 4, 4
773, plains, minecraft:sunflower_plains, MONSTER, minecraft:creeper, 80, 4, 4
774, plains, minecraft:sunflower_plains, MONSTER, minecraft:slime, 80, 4, 4
775, plains, minecraft:sunflower_plains, MONSTER, minecraft:enderman, 10, 1, 4
776, plains, minecraft:sunflower_plains, MONSTER, minecraft:witch, 5, 1, 1
777, plains, minecraft:sunflower_plains, CREATURE, minecraft:sheep, 12, 4, 4
778, plains, minecraft:sunflower_plains, CREATURE, minecraft:pig, 10, 4, 4
779, plains, minecraft:sunflower_plains, CREATURE, minecraft:chicken, 10, 4, 4
780, plains, minecraft:sunflower_plains, CREATURE, minecraft:cow, 8, 4, 4
781, plains, minecraft:sunflower_plains, CREATURE, minecraft:horse, 5, 2, 6
782, plains, minecraft:sunflower_plains, CREATURE, minecraft:donkey, 5, 1, 3
783, plains, minecraft:sunflower_plains, AMBIENT, minecraft:bat, 10, 8, 8
784, plains, minecraft:sunflower_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
785, swamp, minecraft:swamp, MONSTER, minecraft:spider, 80, 4, 4
786, swamp, minecraft:swamp, MONSTER, minecraft:zombie, 19, 4, 4
787, swamp, minecraft:swamp, MONSTER, minecraft:zombie_villager, 5, 1, 1
788, swamp, minecraft:swamp, MONSTER, minecraft:skeleton, 80, 4, 4
789, swamp, minecraft:swamp, MONSTER, minecraft:creeper, 80, 4, 4
790, swamp, minecraft:swamp, MONSTER, minecraft:slime, 80, 4, 4
791, swamp, minecraft:swamp, MONSTER, minecraft:enderman, 10, 1, 4
792, swamp, minecraft:swamp, MONSTER, minecraft:witch, 10, 1, 1
793, swamp, minecraft:swamp, MONSTER, minecraft:slime, 5, 1, 1
794, swamp, minecraft:swamp, MONSTER, minecraft:drowned, 80, 4, 4
795, swamp, minecraft:swamp, CREATURE, minecraft:sheep, 12, 4, 4
796, swamp, minecraft:swamp, CREATURE, minecraft:pig, 10, 4, 4
797, swamp, minecraft:swamp, CREATURE, minecraft:chicken, 10, 4, 4
798, swamp, minecraft:swamp, CREATURE, minecraft:cow, 8, 4, 4
799, swamp, minecraft:swamp, CREATURE, minecraft:frog, 10, 2, 5
800, swamp, minecraft:swamp, AMBIENT, minecraft:bat, 10, 8, 8
801, swamp, minecraft:swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
802, taiga, minecraft:taiga, MONSTER, minecraft:spider, 80, 4, 4
803, taiga, minecraft:taiga, MONSTER, minecraft:zombie, 80, 4, 4
804, taiga, minecraft:taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
805, taiga, minecraft:taiga, MONSTER, minecraft:skeleton, 80, 4, 4
806, taiga, minecraft:taiga, MONSTER, minecraft:creeper, 80, 4, 4
807, taiga, minecraft:taiga, MONSTER, minecraft:slime, 80, 4, 4
808, taiga, minecraft:taiga, MONSTER, minecraft:enderman, 10, 1, 4
809, taiga, minecraft:taiga, MONSTER, minecraft:witch, 5, 1, 1
810, taiga, minecraft:taiga, MONSTER, hwg:merc, 5, 1, 2
811, taiga, minecraft:taiga, MONSTER, hwg:spy, 5, 1, 2
812, taiga, minecraft:taiga, CREATURE, minecraft:sheep, 12, 4, 4
813, taiga, minecraft:taiga, CREATURE, minecraft:pig, 10, 4, 4
814, taiga, minecraft:taiga, CREATURE, minecraft:chicken, 10, 4, 4
815, taiga, minecraft:taiga, CREATURE, minecraft:cow, 8, 4, 4
816, taiga, minecraft:taiga, CREATURE, minecraft:wolf, 8, 4, 4
817, taiga, minecraft:taiga, CREATURE, minecraft:rabbit, 5, 2, 3
818, taiga, minecraft:taiga, CREATURE, minecraft:fox, 8, 2, 4
819, taiga, minecraft:taiga, AMBIENT, minecraft:bat, 10, 8, 8
820, taiga, minecraft:taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
821, private, minecraft:the_end, MONSTER, minecraft:enderman, 10, 4, 4
822, private, stellarity:the_hallow, MONSTER, minecraft:vex, 20, 2, 3
823, private, far_end:the_nest, MONSTER, minecraft:wither_skeleton, 67, 1, 3
824, private, far_end:the_nest, MONSTER, minecraft:skeleton, 80, 4, 4
825, private, far_end:the_nest, MONSTER, minecraft:silverfish, 40, 3, 3
826, private, minecraft:the_void, MONSTER, gigeresque:egg, 10, 1, 1
827, nether, incendium:toxic_heap, MONSTER, minecraft:phantom, 10, 1, 1
828, nether, incendium:toxic_heap, MONSTER, minecraft:magma_cube, 80, 1, 3
829, nether, incendium:toxic_heap, MONSTER, minecraft:zombified_piglin, 5, 1, 4
830, nether, incendium:toxic_heap, MONSTER, minecraft:ghast, 3, 4, 4
831, nether, incendium:toxic_heap, CREATURE, minecraft:strider, 60, 1, 2
832, private, far_end:void, MONSTER, minecraft:enderman, 10, 4, 4
833, nether, incendium:volcanic_deltas, MONSTER, minecraft:ghast, 50, 8, 8
834, nether, incendium:volcanic_deltas, MONSTER, minecraft:magma_cube, 50, 2, 3
835, nether, incendium:volcanic_deltas, MONSTER, minecraft:blaze, 20, 1, 1
836, nether, incendium:volcanic_deltas, MONSTER, minecraft:zombified_piglin, 5, 1, 4
837, nether, incendium:volcanic_deltas, CREATURE, minecraft:strider, 60, 1, 2
838, ocean, minecraft:warm_ocean, MONSTER, minecraft:drowned, 5, 1, 1
839, ocean, minecraft:warm_ocean, MONSTER, minecraft:spider, 80, 4, 4
840, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
841, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
842, ocean, minecraft:warm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
843, ocean, minecraft:warm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
844, ocean, minecraft:warm_ocean, MONSTER, minecraft:slime, 80, 4, 4
845, ocean, minecraft:warm_ocean, MONSTER, minecraft:enderman, 10, 1, 4
846, ocean, minecraft:warm_ocean, MONSTER, minecraft:witch, 5, 1, 1
847, ocean, minecraft:warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
848, ocean, minecraft:warm_ocean, AMBIENT, darkwaters:aberration, 10, 1, 1
849, ocean, minecraft:warm_ocean, AMBIENT, darkwaters:craeken, 5, 1, 1
850, ocean, minecraft:warm_ocean, AMBIENT, darkwaters:miraid, 5, 1, 1
851, ocean, minecraft:warm_ocean, AMBIENT, darkwaters:miraid_hallucination, 5, 1, 1
852, ocean, minecraft:warm_ocean, AMBIENT, darkwaters:mohast, 10, 1, 3
853, ocean, minecraft:warm_ocean, AMBIENT, darkwaters:sight_hunter, 5, 1, 1
854, ocean, minecraft:warm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
855, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:squid, 10, 4, 4
856, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
857, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
858, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
859, nether, minecraft:warped_forest, MONSTER, minecraft:enderman, 5, 4, 4
860, nether, minecraft:warped_forest, MONSTER, hwg:technodemon_greater_1, 5, 1, 1
861, nether, minecraft:warped_forest, MONSTER, hwg:technodemon_lesser_1, 5, 1, 2
862, nether, minecraft:warped_forest, MONSTER, minecraft:zombified_piglin, 5, 1, 4
863, nether, minecraft:warped_forest, MONSTER, minecraft:ghast, 3, 4, 4
864, nether, minecraft:warped_forest, CREATURE, minecraft:strider, 60, 1, 2
865, private, far_end:warped_marsh, MONSTER, minecraft:zombie, 10, 2, 3
866, private, far_end:warped_marsh, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
867, nether, incendium:weeping_valley, MONSTER, minecraft:skeleton, 25, 5, 5
868, nether, incendium:weeping_valley, MONSTER, minecraft:ghast, 50, 4, 4
869, nether, incendium:weeping_valley, MONSTER, minecraft:enderman, 5, 4, 4
870, nether, incendium:weeping_valley, MONSTER, minecraft:magma_cube, 20, 2, 4
871, nether, incendium:weeping_valley, MONSTER, minecraft:zombified_piglin, 5, 1, 4
872, nether, incendium:weeping_valley, CREATURE, minecraft:strider, 60, 1, 2
873, swamp, minecraft:windswept_forest, MONSTER, minecraft:spider, 80, 4, 4
874, swamp, minecraft:windswept_forest, MONSTER, minecraft:zombie, 19, 4, 4
875, swamp, minecraft:windswept_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
876, swamp, minecraft:windswept_forest, MONSTER, minecraft:skeleton, 80, 4, 4
877, swamp, minecraft:windswept_forest, MONSTER, minecraft:creeper, 80, 4, 4
878, swamp, minecraft:windswept_forest, MONSTER, minecraft:slime, 80, 4, 4
879, swamp, minecraft:windswept_forest, MONSTER, minecraft:enderman, 10, 1, 4
880, swamp, minecraft:windswept_forest, MONSTER, minecraft:witch, 10, 1, 1
881, swamp, minecraft:windswept_forest, MONSTER, minecraft:slime, 5, 1, 1
882, swamp, minecraft:windswept_forest, MONSTER, minecraft:drowned, 80, 4, 4
883, swamp, minecraft:windswept_forest, CREATURE, minecraft:sheep, 8, 4, 4
884, swamp, minecraft:windswept_forest, CREATURE, minecraft:pig, 6, 4, 4
885, swamp, minecraft:windswept_forest, CREATURE, minecraft:chicken, 6, 4, 4
886, swamp, minecraft:windswept_forest, CREATURE, minecraft:cow, 5, 4, 4
887, swamp, minecraft:windswept_forest, CREATURE, minecraft:frog, 10, 2, 5
888, swamp, minecraft:windswept_forest, AMBIENT, minecraft:bat, 10, 8, 8
889, swamp, minecraft:windswept_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
890, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:spider, 80, 4, 4
891, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:zombie, 80, 4, 4
892, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
893, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:skeleton, 80, 4, 4
894, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:creeper, 80, 4, 4
895, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:slime, 80, 4, 4
896, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:enderman, 10, 1, 4
897, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:witch, 5, 1, 1
898, private, minecraft:windswept_gravelly_hills, CREATURE, minecraft:sheep, 12, 4, 4
899, private, minecraft:windswept_gravelly_hills, CREATURE, minecraft:pig, 10, 4, 4
900, private, minecraft:windswept_gravelly_hills, CREATURE, minecraft:chicken, 10, 4, 4
901, private, minecraft:windswept_gravelly_hills, CREATURE, minecraft:cow, 8, 4, 4
902, private, minecraft:windswept_gravelly_hills, CREATURE, minecraft:llama, 5, 4, 6
903, private, minecraft:windswept_gravelly_hills, AMBIENT, minecraft:bat, 10, 8, 8
904, private, minecraft:windswept_gravelly_hills, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
905, private, minecraft:windswept_hills, MONSTER, minecraft:spider, 80, 4, 4
906, private, minecraft:windswept_hills, MONSTER, minecraft:zombie, 80, 4, 4
907, private, minecraft:windswept_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
908, private, minecraft:windswept_hills, MONSTER, minecraft:skeleton, 80, 4, 4
909, private, minecraft:windswept_hills, MONSTER, minecraft:creeper, 80, 4, 4
910, private, minecraft:windswept_hills, MONSTER, minecraft:slime, 80, 4, 4
911, private, minecraft:windswept_hills, MONSTER, minecraft:enderman, 10, 1, 4
912, private, minecraft:windswept_hills, MONSTER, minecraft:witch, 5, 1, 1
913, private, minecraft:windswept_hills, CREATURE, minecraft:sheep, 12, 4, 4
914, private, minecraft:windswept_hills, CREATURE, minecraft:pig, 10, 4, 4
915, private, minecraft:windswept_hills, CREATURE, minecraft:chicken, 10, 4, 4
916, private, minecraft:windswept_hills, CREATURE, minecraft:cow, 8, 4, 4
917, private, minecraft:windswept_hills, CREATURE, minecraft:llama, 5, 4, 6
918, private, minecraft:windswept_hills, AMBIENT, minecraft:bat, 10, 8, 8
919, private, minecraft:windswept_hills, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
920, private, minecraft:windswept_savanna, MONSTER, minecraft:slime, 80, 4, 4
921, private, minecraft:windswept_savanna, MONSTER, minecraft:enderman, 10, 4, 4
922, private, minecraft:windswept_savanna, MONSTER, minecraft:hoglin, 5, 1, 1
923, private, minecraft:windswept_savanna, CREATURE, minecraft:strider, 60, 1, 2
924, private, minecraft:windswept_savanna, AMBIENT, minecraft:bat, 10, 8, 8
925, private, minecraft:windswept_savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
926, nether, incendium:withered_forest, MONSTER, minecraft:wither_skeleton, 50, 1, 3
927, nether, incendium:withered_forest, MONSTER, minecraft:magma_cube, 20, 1, 3
928, nether, incendium:withered_forest, MONSTER, minecraft:phantom, 6, 1, 2
929, nether, incendium:withered_forest, MONSTER, minecraft:zombified_piglin, 5, 1, 4
930, nether, incendium:withered_forest, MONSTER, minecraft:ghast, 3, 4, 4
931, badlands, minecraft:wooded_badlands, MONSTER, minecraft:spider, 80, 4, 4
932, badlands, minecraft:wooded_badlands, MONSTER, minecraft:zombie, 19, 4, 4
933, badlands, minecraft:wooded_badlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
934, badlands, minecraft:wooded_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
935, badlands, minecraft:wooded_badlands, MONSTER, minecraft:creeper, 80, 4, 4
936, badlands, minecraft:wooded_badlands, MONSTER, minecraft:slime, 80, 4, 4
937, badlands, minecraft:wooded_badlands, MONSTER, minecraft:enderman, 10, 1, 4
938, badlands, minecraft:wooded_badlands, MONSTER, minecraft:witch, 5, 1, 1
939, badlands, minecraft:wooded_badlands, MONSTER, minecraft:husk, 80, 4, 4
940, badlands, minecraft:wooded_badlands, MONSTER, hwg:merc, 5, 1, 2
941, badlands, minecraft:wooded_badlands, MONSTER, hwg:spy, 5, 1, 2
942, badlands, minecraft:wooded_badlands, AMBIENT, minecraft:bat, 10, 8, 8
943, badlands, minecraft:wooded_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
